Division,Sub Division,Feeder,Feeder Code,A/c No,Name,Address,Category,Supply Type,Mobile No,Status,Bill Basis,Total Bill Amount (Rs),Last Paid Date,Last Paid Amount (Rs),Load,Load Unit,Current Assessment (Rs),Bill Date,Current Month Consumption (kWh),Supply Voltage (kV),Connection Type,Meter Status,Meter Exception Reason,Arrear (Rs),Total Outstanding (Rs),LPSC (Rs),Payment Mode
JAJMAU,SDO-1,JK CANCER,51331320030JKC,4688855283,Consumer,Kanpur,LMV-1,10,9250631672,In Service,PROV,1221.0,2026-03-10,1221.0,3.1,KW,1221.0,2026-03-01,133,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
FAZALGANJ,SDO-4,DKP-68,51331120033DKP,4687805181,Consumer,Kanpur,LMV-1,100,9219316094,In Service,PROV,707.0,2026-03-10,565.6,1.8,KW,707.0,2026-03-01,62,0.230kV,POSTPAID,N,Meter not downloadable,0.0,141.4,0.0,UPI
VIKAS NAGAR,SDO-1,BHANNA PURWA,51331510043BHA,4681412134,Consumer,Kanpur,LMV-2,10,9529955184,In Service,PROV,524.0,2026-03-10,524.0,2.0,KW,524.0,2026-03-01,65,0.230kV,POSTPAID,F,On height,0.0,0.0,0.0,CASH
JAJMAU,SDO-3,ELDICO,51331110026ELD,4689487656,Consumer,Kanpur,LMV-1,10,9232782314,Disconnected,MU,1086.0,2026-03-10,1086.0,0.9,KW,1086.0,2026-03-01,134,0.230kV,PREPAID,N,,0.0,-321.19,0.0,IPYG
COLONELGANJ,SDO-5,TIKONIA PARK,51331310039TIK,4689847056,Consumer,Kanpur,LMV-1,10,9843512772,In Service,MU,2607.02,2026-03-10,990.0,2.3,KW,990.0,2026-03-01,132,0.230kV,POSTPAID,N,Meter not downloadable,1617.02,1617.02,161.7,CASH
ARMAPUR,SDO-5,MANJUSHREE,51331110001MAN,4687831308,Consumer,Kanpur,LMV-2,10,9218139244,In Service,MU,652.0,2026-03-10,652.0,2.2,KW,652.0,2026-03-01,83,0.230kV,PREPAID,F,Meter not downloadable,0.0,0.0,0.0,CARD
VIKAS NAGAR,SDO-1,200MLD JAL SANSTHAN,51331320050MLD,4686791230,Consumer,Kanpur,LMV-1,10,9842187413,In Service,MU,1031.96,2026-03-10,580.0,1.6,KW,725.0,2026-03-01,92,0.230kV,POSTPAID,N,,306.96,-775.61,30.7,UPI
FAZALGANJ,SDO-4,DKP-68,51331120033DKP,4686618020,Consumer,Kanpur,LMV-1,10,9676660339,Disconnected,MU,8140.25,2026-03-10,1313.0,1.6,KW,1313.0,2026-03-01,148,0.400kV,POSTPAID,N,Port Dirty/Faulty,6827.25,-128.03,682.72,CARD
SHUKLAGANJ,SDO-8,JHADI BABA SUB STAION FEEDER,51331430011JHA,4683301501,Consumer,Kanpur,LMV-1,101,9619720555,In Service,MU,845.0,2026-03-10,802.75,0.9,KW,845.0,2026-03-01,93,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,42.25,0.0,CASH
RAWATPUR,SDO-5,MOTI JHEEL,51331320030MOT,4681052613,Consumer,Kanpur,LMV-1,10,9760154545,In Service,MU,1324.0,2026-03-10,1324.0,1.2,KW,1324.0,2026-03-01,151,0.230kV,PREPAID,N,On height,0.0,-2286.47,0.0,CARD
DADA NAGAR,SDO-4,KDA,51332110070KDA,4687049209,Consumer,Kanpur,LMV-1,101,9457922885,In Service,CEIL,1309.0,2026-03-10,1047.2,1.8,KW,1309.0,2026-03-01,149,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,261.8,0.0,CASH
ARMAPUR,SDO-6,MANJUSHREE,51331110001MAN,4685643365,Consumer,Kanpur,LMV-1,10,9544380128,In Service,MU,1156.0,2026-03-10,1156.0,1.1,BHP,1156.0,2026-03-01,134,0.230kV,POSTPAID,N,,0.0,-2286.25,0.0,CARD
KIDWAI NAGAR,SDO-2,MAQBARA,51331230046MAQ,4687375861,Consumer,Kanpur,LMV-1,10,9566627100,In Service,PROV,2701.69,2026-03-10,839.0,2.0,KW,839.0,2026-03-01,90,0.230kV,PREPAID,N,,1862.69,-995.27,186.27,UPI
ARMAPUR,SDO-5,SISAMAU,51331210045SIS,4688138549,Consumer,Kanpur,LMV-1,10,9740432793,In Service,MU,815.0,2026-03-10,652.0,2.5,KW,815.0,2026-03-01,87,0.230kV,PREPAID,N,Meter not downloadable,0.0,-202.47,0.0,CASH
KALYANPUR,SDO-5,ACHARYA NAGAR,51331510043ACH,4685052056,Consumer,Kanpur,LMV-1,10,9664398523,In Service,ASS,2103.0,2026-03-10,2103.0,1.8,KW,2103.0,2026-03-01,271,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,IPYG
KAKADEO,SDO-3,HALLET HOSPITAL,51331320030HAL,4687182190,Consumer,Kanpur,LMV-1,H21,9801717809,In Service,MU,2175.0,2026-03-10,2175.0,51.6,KW,2175.0,2026-03-01,282,0.230kV,POSTPAID,N,,0.0,-1814.88,0.0,IPYG
GUMTI,SDO-5,ELGIN,51331110001ELG,4688152157,Consumer,Kanpur,LMV-1,10,9691570077,In Service,MU,4900.84,2026-03-10,1956.0,1.8,KW,1956.0,2026-03-01,255,0.230kV,PREPAID,N,,2944.84,2944.84,294.48,CARD
FAZALGANJ,SDO-5,IFTKHARABAD,51331120020IFT,4682817088,Consumer,Kanpur,LMV-1,10,9683099810,In Service,PROV,2163.0,2026-03-10,2163.0,2.3,KW,2163.0,2026-03-01,279,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,IPYG
COLONELGANJ,SDO-2,NURSING HOME,51331320050NUR,4683384989,Consumer,Kanpur,LMV-1,10,9691882506,In Service,MU,20411.04,2026-03-10,594.0,4.1,KW,594.0,2026-03-01,73,0.230kV,POSTPAID,N,On height,19817.04,19817.04,1981.7,UPI
KIDWAI NAGAR,SDO-1,MAQBARA,51331230046MAQ,4682689352,Consumer,Kanpur,LMV-1,10,9651669381,In Service,CEIL,10603.09,2026-03-10,296.5,3.8,KW,593.0,2026-03-01,66,0.230kV,POSTPAID,N,Port Dirty/Faulty,10010.09,10306.59,1001.01,CASH
VIKAS NAGAR,SDO-6,PARED,51331220048PAR,4688230625,Consumer,Kanpur,LMV-1,100,9249682043,In Service,ASS,772.0,2026-03-10,0.0,1.9,KW,772.0,2026-03-01,85,0.230kV,POSTPAID,F,,0.0,772.0,0.0,CASH
JAJMAU,SDO-1,ELDICO,51331110026ELD,4686926475,Consumer,Kanpur,LMV-1,101,9669285345,In Service,ASS,13705.68,2026-03-10,1983.0,2.3,KW,1983.0,2026-03-01,253,0.230kV,POSTPAID,N,,11722.68,-1692.86,1172.27,UPI
GUMTI,SDO-5,ELGIN,51331110001ELG,4681430157,Consumer,Kanpur,LMV-2,10,9565638154,In Service,MU,6479.4,2026-03-10,1146.0,2.2,KW,1146.0,2026-03-01,145,0.230kV,POSTPAID,N,Port Dirty/Faulty,5333.4,5333.4,533.34,UPI
JAJMAU,SDO-8,JK CANCER,51331320030JKC,4681340419,Consumer,Kanpur,LMV-2,100,9669558310,In Service,MU,1787.81,2026-03-10,1307.0,1.7,KW,1307.0,2026-03-01,147,0.230kV,POSTPAID,F,On height,480.81,480.81,48.08,CARD
GUMTI,SDO-6,ELGIN,51331110001ELG,4681814418,Consumer,Kanpur,LMV-1,100,9334964441,In Service,MU,699.0,2026-03-10,699.0,8.3,KW,699.0,2026-03-01,82,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,UPI
DADA NAGAR,SDO-8,KDA,51332110070KDA,4681123885,Consumer,Kanpur,LMV-1,10,9849652829,In Service,MU,699.0,2026-03-10,699.0,6.2,KW,699.0,2026-03-01,72,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-961.86,0.0,CASH
KIDWAI NAGAR,SDO-5,CARWALO NAGAR,51331110026CAR,4689387283,Consumer,Kanpur,LMV-1,H21,9274990124,In Service,PROV,2244.0,2026-03-10,2131.8,1.1,KVA,2244.0,2026-03-01,288,0.230kV,POSTPAID,N,Meter not downloadable,0.0,112.2,0.0,UPI
SISAMAU,SDO-5,M-18B BANS MANDI,51331110001MBA,4683205851,Consumer,Kanpur,LMV-1,100,9416546069,In Service,ASS,637.0,2026-03-10,509.6,2.2,KW,637.0,2026-03-01,77,0.230kV,POSTPAID,F,,0.0,127.4,0.0,UPI
PANKI,SDO-8,MALL ROAD-101,51331220051MAL,4685442613,Consumer,Kanpur,LMV-1,10,9619160748,In Service,MU,1327.0,2026-03-10,1260.65,4.8,KW,1327.0,2026-03-01,151,0.230kV,POSTPAID,N,Meter not downloadable,0.0,66.35,0.0,UPI
SISAMAU,SDO-6,PANI KI TANKI BECON GANJ,51331210047NEW,4681122030,Consumer,Kanpur,LMV-1,10,9544516917,In Service,MU,1481.95,2026-03-10,1046.0,2.3,KW,1046.0,2026-03-01,138,0.230kV,PREPAID,N,,435.95,435.95,43.6,UPI
FAZALGANJ,SDO-4,DALEL PURWA,51331120020DAL,4688666697,Consumer,Kanpur,LMV-1,10,9917642259,In Service,MU,3896.0,2026-03-10,3896.0,2.3,KW,3896.0,2026-03-01,531,0.230kV,POSTPAID,N,,0.0,-346.36,0.0,IPYG
SISAMAU,SDO-4,PANI KI TANKI BECON GANJ,51331210047NEW,4689371781,Consumer,Kanpur,HV-1,10,9111773659,In Service,MU,679.0,2026-03-10,339.5,1.7,KW,679.0,2026-03-01,72,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,339.5,0.0,CASH
JAJMAU,SDO-3,PALM COURT,51331320030PAL,4681282739,Consumer,Kanpur,LMV-1,10,9694292161,In Service,PROV,16702.32,2026-03-10,2035.0,1.7,KW,2035.0,2026-03-01,253,0.400kV,POSTPAID,F,On height,14667.32,14667.32,1466.73,IPYG
NAWABGANJ,SDO-3,JHAKARKATI BRIDGE,51331110026JHA,4682361709,Consumer,Kanpur,LMV-1,10,9231929389,In Service,MU,6578.0,2026-03-10,6578.0,1.9,KW,6578.0,2026-03-01,902,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,-884.11,0.0,IPYG
KALYANPUR,SDO-6,ACHARYA NAGAR,51331510043ACH,4682595726,Consumer,Kanpur,LMV-1,100,9131512585,In Service,PROV,927.0,2026-03-10,741.6,1.7,KW,927.0,2026-03-01,92,0.230kV,POSTPAID,N,Meter not downloadable,0.0,185.4,0.0,CASH
GENERALGANJ,SDO-2,BURF KHANA,51331210045BUR,4689899438,Consumer,Kanpur,LMV-1,10,9385914436,Disconnected,ASS,1769.62,2026-03-10,936.8,1.9,KW,1171.0,2026-03-01,137,0.230kV,POSTPAID,N,,598.62,832.82,59.86,UPI
KAKADEO,SDO-7,DADA MIYAN,51331210047DAD,4689038319,Consumer,Kanpur,LMV-1,10,9102001963,In Service,CEIL,1913.43,2026-03-10,1170.0,3.6,KW,1170.0,2026-03-01,134,0.230kV,POSTPAID,N,,743.43,743.43,74.34,CARD
SHUKLAGANJ,SDO-6,ASHOK NAGAR,51331320050ASH,4688592437,Consumer,Kanpur,LMV-1,10,9822816954,In Service,MU,1153.94,2026-03-10,959.0,1.0,KW,959.0,2026-03-01,129,0.230kV,POSTPAID,N,,194.94,194.94,19.49,UPI
GUMTI,SDO-2,ELGIN,51331110001ELG,4689354304,Consumer,Kanpur,LMV-1,H21,9932010466,In Service,MU,312.0,2026-03-10,296.4,3.4,BHP,312.0,2026-03-01,20,0.230kV,PREPAID,N,On height,0.0,15.6,0.0,CARD
VIKAS NAGAR,SDO-2,PARED,51331220048PAR,4689447644,Consumer,Kanpur,LMV-1,10,9450300697,In Service,MU,2301.0,2026-03-10,2301.0,2.3,KW,2301.0,2026-03-01,287,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,CARD
DADA NAGAR,SDO-1,KDA,51332110070KDA,4681912799,Consumer,Kanpur,LMV-1,10,9511810345,In Service,MU,416.92,2026-03-10,276.8,2.1,KW,346.0,2026-03-01,38,0.230kV,PREPAID,N,,70.92,140.12,7.09,CASH
DADA NAGAR,SDO-1,KHALASI LINE,51331320049KHA,4686916528,Consumer,Kanpur,LMV-1,10,9592292239,In Service,MU,2064.0,2026-03-10,2064.0,1.8,KW,2064.0,2026-03-01,270,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
DADA NAGAR,SDO-2,KHALASI LINE,51331320049KHA,4682354195,Consumer,Kanpur,LMV-1,10,9408357330,In Service,MU,1135.0,2026-03-10,1078.25,2.4,KW,1135.0,2026-03-01,152,0.230kV,POSTPAID,N,On height,0.0,56.75,0.0,CASH
KIDWAI NAGAR,SDO-7,CARWALO NAGAR,51331110026CAR,4681705588,Consumer,Kanpur,LMV-2,10,9277350998,In Service,MU,4204.02,2026-03-10,0.0,13.6,BHP,3674.0,2026-03-01,512,0.230kV,PREPAID,N,Meter not downloadable,530.02,4204.02,53.0,IPYG
NAWABGANJ,SDO-1,BEGAM PURWA,51333410058BEG,4684614153,Consumer,Kanpur,LMV-1,100,9560453630,In Service,MU,220.0,2026-03-10,220.0,2.1,KW,220.0,2026-03-01,8,0.230kV,PREPAID,N,,0.0,-1012.3,0.0,CARD
BARRA,SDO-5,BEEMA CHAURAHA,51333310083BEE,4684336427,Consumer,Kanpur,LMV-1,10,9130974640,In Service,MU,8223.95,2026-03-10,361.0,2.3,KW,380.0,2026-03-01,36,0.230kV,POSTPAID,F,,7843.95,7862.95,784.4,CARD
FAZALGANJ,SDO-7,IFTKHARABAD,51331120020IFT,4682415225,Consumer,Kanpur,LMV-1,100,9483721575,In Service,CEIL,1562.39,2026-03-10,315.0,4.5,KVA,630.0,2026-03-01,76,0.230kV,POSTPAID,N,,932.39,1247.39,93.24,CASH
SISAMAU,SDO-5,M-18B BANS MANDI,51331110001MBA,4687243602,Consumer,Kanpur,LMV-1,10,9211111381,In Service,MU,1689.63,2026-03-10,1214.0,2.1,KW,1214.0,2026-03-01,150,0.230kV,POSTPAID,N,,475.63,-868.27,47.56,CASH
NAWABGANJ,SDO-8,JHAKARKATI BRIDGE,51331110026JHA,4682990544,Consumer,Kanpur,LMV-1,10,9735385609,In Service,MU,607.0,2026-03-10,485.6,15.2,KW,607.0,2026-03-01,71,0.230kV,POSTPAID,N,,0.0,121.4,0.0,CASH
FAZALGANJ,SDO-4,IFTKHARABAD,51331120020IFT,4688803207,Consumer,Kanpur,LMV-2,10,9320661184,In Service,ASS,509.0,2026-03-10,509.0,4.4,KW,509.0,2026-03-01,65,0.400kV,POSTPAID,N,,0.0,0.0,0.0,CASH
VIKAS NAGAR,SDO-4,200MLD JAL SANSTHAN,51331320050MLD,4688878451,Consumer,Kanpur,LMV-1,100,9285857441,In Service,MU,1281.62,2026-03-10,578.4,27.0,KW,723.0,2026-03-01,90,0.230kV,POSTPAID,N,,558.62,703.22,55.86,UPI
JAJMAU,SDO-8,JK CANCER,51331320030JKC,4684273277,Consumer,Kanpur,LMV-1,100,9750266924,In Service,PROV,1009.0,2026-03-10,504.5,3.4,KW,1009.0,2026-03-01,121,0.400kV,POSTPAID,N,,0.0,504.5,0.0,CARD
VIKAS NAGAR,SDO-6,PARED,51331220048PAR,4685072960,Consumer,Kanpur,LMV-2,100,9205599198,Disconnected,MU,674.0,2026-03-10,674.0,0.9,KW,674.0,2026-03-01,66,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
NAWABGANJ,SDO-2,BEGAM PURWA,51333410058BEG,4681665561,Consumer,Kanpur,LMV-2,10,9705421206,In Service,MU,1333.0,2026-03-10,1066.4,0.8,KW,1333.0,2026-03-01,156,0.230kV,POSTPAID,F,,0.0,-1665.67,0.0,CARD
GENERALGANJ,SDO-1,BURF KHANA,51331210045BUR,4686523416,Consumer,Kanpur,LMV-1,10,9418296616,In Service,MU,761.0,2026-03-10,761.0,2.2,KW,761.0,2026-03-01,92,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
COLONELGANJ,SDO-8,NURSING HOME,51331320050NUR,4689236190,Consumer,Kanpur,LMV-1,10,9587775848,In Service,CEIL,1126.0,2026-03-10,1126.0,7.2,KW,1126.0,2026-03-01,146,0.230kV,POSTPAID,F,,0.0,0.0,0.0,UPI
NAWABGANJ,SDO-4,BEGAM PURWA,51333410058BEG,4689468407,Consumer,Kanpur,LMV-2,100,9986094183,In Service,ASS,1141.0,2026-03-10,1141.0,12.8,KW,1141.0,2026-03-01,122,0.230kV,POSTPAID,N,,0.0,-3062.9,0.0,IPYG
FAZALGANJ,SDO-2,IFTKHARABAD,51331120020IFT,4686043945,Consumer,Kanpur,LMV-1,10,9716253258,In Service,PROV,1257.0,2026-03-10,1257.0,3.4,KW,1257.0,2026-03-01,145,0.230kV,POSTPAID,F,,0.0,0.0,0.0,IPYG
DADA NAGAR,SDO-2,KDA,51332110070KDA,4687394841,Consumer,Kanpur,LMV-2,10,9712477537,In Service,MU,1067.0,2026-03-10,853.6,1.8,KW,1067.0,2026-03-01,141,0.230kV,PREPAID,N,,0.0,213.4,0.0,UPI
GOVIND NAGAR,SDO-5,BHAGAT SINGH,51331110001BHA,4681140575,Consumer,Kanpur,LMV-1,10,9621238186,In Service,PROV,2125.0,2026-03-10,1700.0,1.7,KW,2125.0,2026-03-01,279,0.230kV,PREPAID,N,On height,0.0,-151.07,0.0,IPYG
KIDWAI NAGAR,SDO-2,CARWALO NAGAR,51331110026CAR,4682165496,Consumer,Kanpur,LMV-1,10,9431627208,In Service,MU,4006.05,2026-03-10,3802.0,1.7,KW,3802.0,2026-03-01,519,0.230kV,POSTPAID,N,,204.05,204.05,20.4,CARD
GENERALGANJ,SDO-8,IDGAH,51331320049IDG,4687281692,Consumer,Kanpur,LMV-1,10,9449557434,In Service,CEIL,4437.97,2026-03-10,2972.0,3.8,KW,3715.0,2026-03-01,516,0.230kV,POSTPAID,N,,722.97,-909.6,72.3,CASH
JAJMAU,SDO-1,PALM COURT,51331320030PAL,4684743310,Consumer,Kanpur,LMV-1,10,9391386603,In Service,CEIL,1201.0,2026-03-10,1201.0,1.9,KW,1201.0,2026-03-01,146,0.400kV,POSTPAID,N,On height,0.0,-551.71,0.0,UPI
RAWATPUR,SDO-2,LAKAR MANDI,51331210045LAK,4683790566,Consumer,Kanpur,LMV-1,10,9762522126,In Service,PROV,6688.0,2026-03-10,5350.4,2.3,KW,6688.0,2026-03-01,937,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-1206.81,0.0,UPI
KIDWAI NAGAR,SDO-7,CARWALO NAGAR,51331110026CAR,4682729574,Consumer,Kanpur,LMV-1,10,9335394375,In Service,MU,1999.0,2026-03-10,0.0,1.6,KW,1999.0,2026-03-01,255,0.400kV,POSTPAID,F,Port Dirty/Faulty,0.0,1999.0,0.0,CASH
FAZALGANJ,SDO-3,IFTKHARABAD,51331120020IFT,4689734990,Consumer,Kanpur,LMV-1,100,9922180913,In Service,MU,6670.0,2026-03-10,6670.0,2.1,KW,6670.0,2026-03-01,936,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-270.46,0.0,IPYG
PANKI,SDO-1,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4689740919,Consumer,Kanpur,LMV-1,100,9134688014,In Service,CEIL,1074.0,2026-03-10,1020.3,1.9,KVA,1074.0,2026-03-01,136,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,53.7,0.0,CASH
VIKAS NAGAR,SDO-6,200MLD JAL SANSTHAN,51331320050MLD,4688967787,Consumer,Kanpur,LMV-1,100,9640484889,In Service,MU,3161.26,2026-03-10,2042.0,1.9,KW,2042.0,2026-03-01,275,0.230kV,POSTPAID,N,Port Dirty/Faulty,1119.26,-1503.78,111.93,CASH
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4689699717,Consumer,Kanpur,LMV-1,100,9730395558,In Service,MU,1258.0,2026-03-10,1258.0,1.1,KW,1258.0,2026-03-01,151,0.230kV,PREPAID,N,,0.0,0.0,0.0,CARD
GENERALGANJ,SDO-8,IDGAH,51331320049IDG,4682185094,Consumer,Kanpur,LMV-1,10,9416661487,In Service,MU,519.0,2026-03-10,415.2,1.7,BHP,519.0,2026-03-01,62,0.400kV,POSTPAID,N,,0.0,-1182.46,0.0,UPI
KALYANPUR,SDO-4,ACHARYA NAGAR,51331510043ACH,4681230078,Consumer,Kanpur,LMV-1,10,9706352373,In Service,MU,926.0,2026-03-10,926.0,2.2,BHP,926.0,2026-03-01,122,0.230kV,PREPAID,N,,0.0,0.0,0.0,UPI
ARMAPUR,SDO-2,MANJUSHREE,51331110001MAN,4688999678,Consumer,Kanpur,LMV-1,10,9961434586,In Service,MU,3833.0,2026-03-10,3066.4,1.8,KW,3833.0,2026-03-01,531,0.230kV,POSTPAID,N,Meter not downloadable,0.0,766.6,0.0,CARD
JAJMAU,SDO-5,PALM COURT,51331320030PAL,4681789340,Consumer,Kanpur,LMV-2,10,9828536161,In Service,MU,645.88,2026-03-10,625.0,12.9,KW,625.0,2026-03-01,63,0.230kV,POSTPAID,N,Port Dirty/Faulty,20.88,-1631.31,2.09,CASH
KALYANPUR,SDO-6,ACHARYA NAGAR,51331510043ACH,4682790410,Consumer,Kanpur,LMV-1,10,9382195247,In Service,PROV,532.0,2026-03-10,425.6,1.7,KW,532.0,2026-03-01,64,0.230kV,POSTPAID,N,,0.0,106.4,0.0,UPI
VIKAS NAGAR,SDO-5,200MLD JAL SANSTHAN,51331320050MLD,4681033316,Consumer,Kanpur,LMV-1,10,9202697125,In Service,CEIL,1892.0,2026-03-10,1892.0,2.1,KW,1892.0,2026-03-01,250,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-515.78,0.0,UPI
ARMAPUR,SDO-1,SISAMAU,51331210045SIS,4683599124,Consumer,Kanpur,LMV-2,10,9174715337,In Service,MU,584.0,2026-03-10,584.0,1.0,KW,584.0,2026-03-01,72,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
COLONELGANJ,SDO-8,NURSING HOME,51331320050NUR,4686521562,Consumer,Kanpur,LMV-2,10,9993660718,In Service,ASS,2074.43,2026-03-10,721.0,1.0,KW,721.0,2026-03-01,66,0.230kV,PREPAID,N,On height,1353.43,1353.43,135.34,UPI
COLONELGANJ,SDO-3,NURSING HOME,51331320050NUR,4681452627,Consumer,Kanpur,LMV-1,10,9648716396,In Service,ASS,2234.0,2026-03-10,2234.0,1.1,KW,2234.0,2026-03-01,278,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
ZARIB CHAUKI,SDO-3,ROOPAM,51331230046ROO,4689341575,Consumer,Kanpur,LMV-2,10,9956640458,In Service,ASS,754.0,2026-03-10,716.3,1.1,KW,754.0,2026-03-01,72,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,37.7,0.0,UPI
KIDWAI NAGAR,SDO-5,MAQBARA,51331230046MAQ,4687205049,Consumer,Kanpur,LMV-1,100,9489738222,In Service,ASS,1177.0,2026-03-10,1177.0,4.8,KW,1177.0,2026-03-01,134,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
JAJMAU,SDO-2,PALM COURT,51331320030PAL,4686225532,Consumer,Kanpur,LMV-1,10,9873218907,Disconnected,PROV,927.0,2026-03-10,880.65,0.9,KW,927.0,2026-03-01,91,0.230kV,POSTPAID,N,,0.0,46.35,0.0,IPYG
KIDWAI NAGAR,SDO-3,AZAD NAGAR,51331310042AZA,4689535517,Consumer,Kanpur,LMV-1,10,9116493899,In Service,ASS,5441.45,2026-03-10,1080.0,1.9,KW,1080.0,2026-03-01,131,0.230kV,POSTPAID,N,,4361.45,4361.45,436.14,IPYG
RAWATPUR,SDO-8,EH FEEDER,51331220048EHF,4688434300,Consumer,Kanpur,LMV-1,10,9748570201,In Service,MU,2196.0,2026-03-10,1756.8,2.3,KW,2196.0,2026-03-01,288,0.230kV,POSTPAID,N,,0.0,439.2,0.0,CARD
KIDWAI NAGAR,SDO-1,CARWALO NAGAR,51331110026CAR,4685775776,Consumer,Kanpur,LMV-2,10,9988952860,In Service,MU,6517.0,2026-03-10,6517.0,2.3,KW,6517.0,2026-03-01,923,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
JAJMAU,SDO-3,PALM COURT,51331320030PAL,4687420382,Consumer,Kanpur,LMV-1,H21,9574456373,In Service,MU,27541.37,2026-03-10,1838.5,1.9,KW,3677.0,2026-03-01,517,0.230kV,POSTPAID,N,,23864.37,25702.87,2386.44,UPI
SISAMAU,SDO-1,M-18B BANS MANDI,51331110001MBA,4682250225,Consumer,Kanpur,LMV-1,10,9924728904,In Service,MU,625.0,2026-03-10,0.0,2.5,KW,625.0,2026-03-01,72,0.230kV,PREPAID,N,,0.0,625.0,0.0,IPYG
KIDWAI NAGAR,SDO-6,CARWALO NAGAR,51331110026CAR,4687790329,Consumer,Kanpur,LMV-1,100,9141852838,In Service,MU,920.0,2026-03-10,736.0,4.8,KW,920.0,2026-03-01,97,0.230kV,POSTPAID,N,Meter not downloadable,0.0,184.0,0.0,CARD
RAWATPUR,SDO-3,MOTI JHEEL,51331320030MOT,4685345819,Consumer,Kanpur,LMV-2,10,9448039479,In Service,ASS,12078.87,2026-03-10,1397.0,2.2,KW,1397.0,2026-03-01,157,0.400kV,PREPAID,N,,10681.87,10681.87,1068.19,CARD
HARBANSH MOHAL,SDO-3,LAL KUAN,51331210047LAL,4681715785,Consumer,Kanpur,LMV-1,100,9873982797,Disconnected,PROV,989.0,2026-03-10,989.0,2.3,KW,989.0,2026-03-01,134,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
FAZALGANJ,SDO-7,IFTKHARABAD,51331120020IFT,4685365097,Consumer,Kanpur,LMV-1,100,9353013712,In Service,MU,3743.75,2026-03-10,2097.0,1.7,KW,2097.0,2026-03-01,259,0.230kV,POSTPAID,N,,1646.75,1646.75,164.68,CARD
GENERALGANJ,SDO-8,DY KA PARAV,51331120020DYK,4685359449,Consumer,Kanpur,LMV-1,10,9829337318,In Service,MU,1703.78,2026-03-10,404.0,3.9,KW,404.0,2026-03-01,18,0.400kV,POSTPAID,N,,1299.78,1299.78,129.98,UPI
ZARIB CHAUKI,SDO-4,RAWATPUR,51331320030RAW,4681997981,Consumer,Kanpur,LMV-1,100,9389563598,In Service,CEIL,806.0,2026-03-10,806.0,1.1,KW,806.0,2026-03-01,83,0.230kV,PREPAID,N,On height,0.0,0.0,0.0,CASH
DADA NAGAR,SDO-5,KDA,51332110070KDA,4688439773,Consumer,Kanpur,LMV-1,H21,9345703562,In Service,PROV,1136.97,2026-03-10,1101.0,2.3,KW,1101.0,2026-03-01,129,0.400kV,POSTPAID,N,,35.97,35.97,3.6,UPI
KIDWAI NAGAR,SDO-2,CARWALO NAGAR,51331110026CAR,4683366310,Consumer,Kanpur,LMV-1,10,9200377238,In Service,MU,1156.0,2026-03-10,1156.0,2.2,KW,1156.0,2026-03-01,134,0.400kV,POSTPAID,N,,0.0,-57.24,0.0,CASH
FAZALGANJ,SDO-2,DKP-68,51331120033DKP,4682871547,Consumer,Kanpur,LMV-1,10,9176626738,Disconnected,MU,1114.14,2026-03-10,674.0,2.1,KW,674.0,2026-03-01,88,0.230kV,POSTPAID,N,,440.14,440.14,44.01,CASH
GOVIND NAGAR,SDO-4,BHAGAT SINGH,51331110001BHA,4683723551,Consumer,Kanpur,LMV-1,10,9293309066,In Service,MU,1070.0,2026-03-10,535.0,2.0,KW,1070.0,2026-03-01,140,0.230kV,POSTPAID,N,,0.0,535.0,0.0,UPI
DADA NAGAR,SDO-6,KHALASI LINE,51331320049KHA,4688860663,Consumer,Kanpur,LMV-1,10,9959573330,In Service,MU,288.73,2026-03-10,263.0,1.0,KW,263.0,2026-03-01,14,0.400kV,PREPAID,N,,25.73,25.73,2.57,CASH
